# n V_n V_n/n^2 (n+1)/(2n)
1317 803004.640412566 0.462963236 0.500379651
1318 804223.719214404 0.462962759 0.500379363
1319 805443.722695615 0.462962282 0.500379075
1320 806664.650855912 0.462961806 0.500378788
1321 807886.503695014 0.462961331 0.500378501
1322 809109.281212633 0.462960856 0.500378215
1323 810332.983408488 0.462960383 0.500377929
1324 811557.610282285 0.462959909 0.500377644
1325 812783.161833745 0.462959437 0.500377358
1326 814009.638062572 0.462958966 0.500377074
1327 815237.038968479 0.462958495 0.500376790
1328 816465.364551176 0.462958024 0.500376506
1329 817694.614810372 0.462957555 0.500376223
1330 818924.789745771 0.462957086 0.500375940
1331 820155.889357085 0.462956618 0.500375657
1332 821387.913644012 0.462956151 0.500375375
1333 822620.862606268 0.462955684 0.500375094
1334 823854.736243548 0.462955218 0.500374813
1335 825089.534555558 0.462954753 0.500374532
1336 826325.257541999 0.462954288 0.500374251
1337 827561.905202575 0.462953825 0.500373972
1338 828799.477536986 0.462953361 0.500373692
1339 830037.974544929 0.462952899 0.500373413
1340 831277.396226105 0.462952437 0.500373134
1341 832517.742580213 0.462951976 0.500372856
1342 833759.013606947 0.462951516 0.500372578
1343 835001.209306006 0.462951056 0.500372301
1344 836244.329677085 0.462950597 0.500372024
1345 837488.374719879 0.462950139 0.500371747
1346 838733.344434081 0.462949681 0.500371471
1347 839979.238819385 0.462949224 0.500371195
1348 841226.057875481 0.462948768 0.500370920
1349 842473.801602065 0.462948312 0.500370645
1350 843722.469998826 0.462947857 0.500370370
1351 844972.063065452 0.462947403 0.500370096
1352 846222.580801635 0.462946950 0.500369822
1353 847474.023207062 0.462946497 0.500369549
1354 848726.390281420 0.462946044 0.500369276
1355 849979.682024401 0.462945593 0.500369004
1356 851233.898435686 0.462945142 0.500368732
1357 852489.039514962 0.462944692 0.500368460
1358 853745.105261914 0.462944242 0.500368189
1359 855002.095676230 0.462943793 0.500367918
1360 856260.010757590 0.462943345 0.500367647
1361 857518.850505673 0.462942897 0.500367377
1362 858778.614920167 0.462942450 0.500367107
1363 860039.304000755 0.462942004 0.500366838
1364 861300.917747112 0.462941558 0.500366569
1365 862563.456158923 0.462941113 0.500366300
1366 863826.919235862 0.462940669 0.500366032
1367 865091.306977613 0.462940225 0.500365764
1368 866356.619383852 0.462939782 0.500365497
1369 867622.856454258 0.462939340 0.500365230
1370 868890.018188507 0.462938898 0.500364964
1371 870158.104586272 0.462938457 0.500364697
1372 871427.115647234 0.462938017 0.500364431
1373 872697.051371068 0.462937577 0.500364166
1374 873967.911757443 0.462937138 0.500363901
1375 875239.696806035 0.462936699 0.500363636
1376 876512.406516521 0.462936261 0.500363372
1377 877786.040888573 0.462935824 0.500363108
1378 879060.599921857 0.462935387 0.500362845
1379 880336.083616051 0.462934951 0.500362582
1380 881612.491970825 0.462934516 0.500362319
1381 882889.824985847 0.462934081 0.500362056
1382 884168.082660786 0.462933647 0.500361795
1383 885447.264995315 0.462933213 0.500361533
1384 886727.371989101 0.462932780 0.500361272
1385 888008.403641814 0.462932348 0.500361011
1386 889290.359953117 0.462931917 0.500360750
1387 890573.240922681 0.462931485 0.500360490
1388 891857.046550175 0.462931055 0.500360231
1389 893141.776835259 0.462930625 0.500359971
1390 894427.431777603 0.462930196 0.500359712
1391 895714.011376867 0.462929767 0.500359454
1392 897001.515632723 0.462929339 0.500359195
1393 898289.944544830 0.462928912 0.500358938
1394 899579.298112857 0.462928485 0.500358680
1395 900869.576336458 0.462928059 0.500358423
1396 902160.779215305 0.462927634 0.500358166
1397 903452.906749054 0.462927209 0.500357910
1398 904745.958937368 0.462926784 0.500357654
1399 906039.935779914 0.462926361 0.500357398
1400 907334.837276346 0.462925937 0.500357143
1401 908630.663426328 0.462925515 0.500356888
1402 909927.414229520 0.462925093 0.500356633
1403 911225.089685581 0.462924671 0.500356379
1404 912523.689794170 0.462924251 0.500356125
1405 913823.214554943 0.462923831 0.500355872
1406 915123.663967565 0.462923411 0.500355619
1407 916425.038031689 0.462922992 0.500355366
1408 917727.336746976 0.462922573 0.500355114
1409 919030.560113078 0.462922156 0.500354862
1410 920334.708129657 0.462921738 0.500354610
1411 921639.780796366 0.462921322 0.500354359
1412 922945.778112863 0.462920906 0.500354108
1413 924252.700078806 0.462920490 0.500353857
1414 925560.546693845 0.462920075 0.500353607
1415 926869.317957639 0.462919661 0.500353357
1416 928179.013869838 0.462919247 0.500353107
1417 929489.634430102 0.462918834 0.500352858
1418 930801.179638084 0.462918421 0.500352609
1419 932113.649493435 0.462918009 0.500352361
1420 933427.043995809 0.462917598 0.500352113
1421 934741.363144861 0.462917187 0.500351865
1422 936056.606940239 0.462916776 0.500351617
1423 937372.775381604 0.462916367 0.500351370
1424 938689.868468596 0.462915957 0.500351124
1425 940007.886200880 0.462915549 0.500350877
1426 941326.828578094 0.462915141 0.500350631
1427 942646.695599903 0.462914733 0.500350385
1428 943967.487265945 0.462914326 0.500350140
1429 945289.203575880 0.462913920 0.500349895
1430 946611.844529353 0.462913514 0.500349650
1431 947935.410126017 0.462913109 0.500349406
1432 949259.900365518 0.462912704 0.500349162
1433 950585.315247512 0.462912300 0.500348918
1434 951911.654771641 0.462911896 0.500348675
1435 953238.918937558 0.462911493 0.500348432
1436 954567.107744914 0.462911090 0.500348189
1437 955896.221193351 0.462910688 0.500347947
1438 957226.259282524 0.462910287 0.500347705
1439 958557.222012076 0.462909886 0.500347464
1440 959889.109381659 0.462909486 0.500347222
1441 961221.921390918 0.462909086 0.500346981
1442 962555.658039500 0.462908687 0.500346741
1443 963890.319327054 0.462908288 0.500346500
1444 965225.905253228 0.462907890 0.500346260
1445 966562.415817668 0.462907492 0.500346021
1446 967899.851020016 0.462907095 0.500345781
1447 969238.210859925 0.462906698 0.500345543
1448 970577.495337037 0.462906302 0.500345304
1449 971917.704451001 0.462905907 0.500345066
1450 973258.838201460 0.462905512 0.500344828
1451 974600.896588063 0.462905117 0.500344590
1452 975943.879610452 0.462904723 0.500344353
1453 977287.787268278 0.462904330 0.500344116
1454 978632.619561179 0.462903937 0.500343879
1455 979978.376488807 0.462903545 0.500343643
1456 981325.058050802 0.462903153 0.500343407
1457 982672.664246809 0.462902761 0.500343171
1458 984021.195076476 0.462902371 0.500342936
1459 985370.650539446 0.462901980 0.500342700
1460 986721.030635365 0.462901591 0.500342466
1461 988072.335363874 0.462901201 0.500342231
1462 989424.564724615 0.462900813 0.500341997
1463 990777.718717243 0.462900425 0.500341763
1464 992131.797341392 0.462900037 0.500341530
1465 993486.800596706 0.462899650 0.500341297
1466 994842.728482835 0.462899263 0.500341064
1467 996199.580999418 0.462898877 0.500340832
1468 997557.358146098 0.462898491 0.500340599
1469 998916.059922523 0.462898106 0.500340368
1470 1000275.686328334 0.462897721 0.500340136
1471 1001636.237363173 0.462897337 0.500339905
1472 1002997.713026684 0.462896954 0.500339674
1473 1004360.113318511 0.462896571 0.500339443
1474 1005723.438238298 0.462896188 0.500339213
1475 1007087.687785687 0.462895806 0.500338983
1476 1008452.861960321 0.462895424 0.500338753
1477 1009818.960761841 0.462895043 0.500338524
1478 1011185.984189890 0.462894663 0.500338295
1479 1012553.932244117 0.462894283 0.500338066
1480 1013922.804924157 0.462893903 0.500337838
1481 1015292.602229661 0.462893524 0.500337610
1482 1016663.324160265 0.462893145 0.500337382
1483 1018034.970715611 0.462892767 0.500337154
1484 1019407.541895347 0.462892389 0.500336927
1485 1020781.037699112 0.462892012 0.500336700
1486 1022155.458126552 0.462891636 0.500336474
1487 1023530.803177306 0.462891259 0.500336247
1488 1024907.072851019 0.462890884 0.500336022
1489 1026284.267147335 0.462890509 0.500335796
1490 1027662.386065891 0.462890134 0.500335570
1491 1029041.429606333 0.462889760 0.500335345
1492 1030421.397768311 0.462889386 0.500335121
1493 1031802.290551454 0.462889013 0.500334896
1494 1033184.107955415 0.462888640 0.500334672
1495 1034566.849979829 0.462888267 0.500334448
1496 1035950.516624346 0.462887896 0.500334225
1497 1037335.107888604 0.462887524 0.500334001
1498 1038720.623772250 0.462887153 0.500333778
1499 1040107.064274928 0.462886783 0.500333556
1500 1041494.429396269 0.462886413 0.500333333
1501 1042882.719135928 0.462886044 0.500333111
1502 1044271.933493543 0.462885675 0.500332889
1503 1045662.072468761 0.462885306 0.500332668
1504 1047053.136061220 0.462884938 0.500332447
1505 1048445.124270563 0.462884570 0.500332226
1506 1049838.037096440 0.462884203 0.500332005
1507 1051231.874538490 0.462883837 0.500331785
1508 1052626.636596355 0.462883471 0.500331565
1509 1054022.323269678 0.462883105 0.500331345
1510 1055418.934558104 0.462882740 0.500331126
1511 1056816.470461277 0.462882375 0.500330907
1512 1058214.930978845 0.462882010 0.500330688
1513 1059614.316110441 0.462881647 0.500330469
1514 1061014.625855718 0.462881283 0.500330251
1515 1062415.860214314 0.462880920 0.500330033
1516 1063818.019185877 0.462880558 0.500329815
1517 1065221.102770054 0.462880196 0.500329598
1518 1066625.110966478 0.462879834 0.500329381
1519 1068030.043774803 0.462879473 0.500329164
1520 1069435.901194672 0.462879112 0.500328947
1521 1070842.683225726 0.462878752 0.500328731
1522 1072250.389867610 0.462878392 0.500328515
1523 1073659.021119973 0.462878033 0.500328299
1524 1075068.576982456 0.462877674 0.500328084
1525 1076479.057454707 0.462877316 0.500327869
1526 1077890.462536369 0.462876958 0.500327654
1527 1079302.792227085 0.462876600 0.500327439
1528 1080716.046526504 0.462876243 0.500327225
1529 1082130.225434271 0.462875887 0.500327011
1530 1083545.328950033 0.462875530 0.500326797
1531 1084961.357073430 0.462875175 0.500326584
1532 1086378.309804111 0.462874819 0.500326371
1533 1087796.187141728 0.462874464 0.500326158
1534 1089214.989085918 0.462874110 0.500325945
1535 1090634.715636334 0.462873756 0.500325733
1536 1092055.366792619 0.462873402 0.500325521
1537 1093476.942554420 0.462873049 0.500325309
1538 1094899.442921386 0.462872697 0.500325098
1539 1096322.867893164 0.462872344 0.500324886
1540 1097747.217469395 0.462871993 0.500324675
1541 1099172.491649734 0.462871641 0.500324465
1542 1100598.690433825 0.462871290 0.500324254
1543 1102025.813821316 0.462870940 0.500324044
1544 1103453.861811853 0.462870590 0.500323834
1545 1104882.834405089 0.462870240 0.500323625
1546 1106312.731600671 0.462869891 0.500323415
1547 1107743.553398245 0.462869542 0.500323206
1548 1109175.299797459 0.462869193 0.500322997
1549 1110607.970797965 0.462868846 0.500322789
1550 1112041.566399409 0.462868498 0.500322581
1551 1113476.086601440 0.462868151 0.500322373
1552 1114911.531403715 0.462867804 0.500322165
1553 1116347.900805873 0.462867458 0.500321958
1554 1117785.194807571 0.462867112 0.500321750
1555 1119223.413408452 0.462866767 0.500321543
1556 1120662.556608177 0.462866422 0.500321337
1557 1122102.624406389 0.462866077 0.500321130
1558 1123543.616802740 0.462865733 0.500320924
1559 1124985.533796877 0.462865389 0.500320718
1560 1126428.375388457 0.462865046 0.500320513
1561 1127872.141577132 0.462864703 0.500320307
1562 1129316.832362548 0.462864360 0.500320102
1563 1130762.447744362 0.462864018 0.500319898
1564 1132208.987722224 0.462863677 0.500319693
1565 1133656.452295781 0.462863335 0.500319489
1566 1135104.841464695 0.462862994 0.500319285
1567 1136554.155228613 0.462862654 0.500319081
1568 1138004.393587190 0.462862314 0.500318878
1569 1139455.556540079 0.462861974 0.500318674
1570 1140907.644086932 0.462861635 0.500318471
1571 1142360.656227403 0.462861296 0.500318269
1572 1143814.592961147 0.462860958 0.500318066
1573 1145269.454287818 0.462860620 0.500317864
1574 1146725.240207071 0.462860282 0.500317662
1575 1148181.950718561 0.462859945 0.500317460
1576 1149639.585821939 0.462859608 0.500317259
1577 1151098.145516864 0.462859272 0.500317058
1578 1152557.629802993 0.462858936 0.500316857
1579 1154018.038679981 0.462858600 0.500316656
1580 1155479.372147478 0.462858265 0.500316456
1581 1156941.630205148 0.462857930 0.500316256
1582 1158404.812852644 0.462857596 0.500316056
1583 1159868.920089622 0.462857261 0.500315856
1584 1161333.951915740 0.462856928 0.500315657
1585 1162799.908330654 0.462856595 0.500315457
1586 1164266.789334030 0.462856262 0.500315259
1587 1165734.594925513 0.462855929 0.500315060
1588 1167203.325104773 0.462855597 0.500314861
1589 1168672.979871459 0.462855266 0.500314663
1590 1170143.559225240 0.462854934 0.500314465
1591 1171615.063165764 0.462854603 0.500314268
1592 1173087.491692697 0.462854273 0.500314070
1593 1174560.844805697 0.462853943 0.500313873
1594 1176035.122504423 0.462853613 0.500313676
1595 1177510.324788540 0.462853284 0.500313480
1596 1178986.451657705 0.462852955 0.500313283
1597 1180463.503111581 0.462852626 0.500313087
1598 1181941.479149823 0.462852298 0.500312891
1599 1183420.379772099 0.462851970 0.500312695
1600 1184900.204978065 0.462851643 0.500312500
1601 1186380.954767393 0.462851316 0.500312305
1602 1187862.629139736 0.462850989 0.500312110
1603 1189345.228094759 0.462850663 0.500311915
1604 1190828.751632129 0.462850337 0.500311721
1605 1192313.199751504 0.462850011 0.500311526
1606 1193798.572452550 0.462849686 0.500311333
1607 1195284.869734930 0.462849361 0.500311139
1608 1196772.091598312 0.462849037 0.500310945
1609 1198260.238042357 0.462848713 0.500310752
1610 1199749.309066732 0.462848389 0.500310559
1611 1201239.304671101 0.462848066 0.500310366
1612 1202730.224855128 0.462847743 0.500310174
1613 1204222.069618484 0.462847420 0.500309981
1614 1205714.838960829 0.462847098 0.500309789
1615 1207208.532881836 0.462846776 0.500309598
1616 1208703.151381166 0.462846455 0.500309406
1617 1210198.694458492 0.462846134 0.500309215
1618 1211695.162113476 0.462845813 0.500309023
1619 1213192.554345789 0.462845493 0.500308833
1620 1214690.871155103 0.462845173 0.500308642
1621 1216190.112541076 0.462844853 0.500308452
1622 1217690.278503385 0.462844534 0.500308261
1623 1219191.369041699 0.462844215 0.500308071
1624 1220693.384155688 0.462843896 0.500307882
1625 1222196.323845022 0.462843578 0.500307692
1626 1223700.188109366 0.462843260 0.500307503
1627 1225204.976948397 0.462842943 0.500307314
1628 1226710.690361782 0.462842626 0.500307125
1629 1228217.328349196 0.462842309 0.500306937
1630 1229724.890910307 0.462841993 0.500306748
1631 1231233.378044790 0.462841677 0.500306560
1632 1232742.789752317 0.462841361 0.500306373
1633 1234253.126032561 0.462841046 0.500306185
1634 1235764.386885194 0.462840731 0.500305998
1635 1237276.572309893 0.462840416 0.500305810
1636 1238789.682306326 0.462840102 0.500305623
1637 1240303.716874169 0.462839788 0.500305437
1638 1241818.676013104 0.462839475 0.500305250
1639 1243334.559722794 0.462839162 0.500305064
1640 1244851.368002925 0.462838849 0.500304878
1641 1246369.100853167 0.462838536 0.500304692
1642 1247887.758273194 0.462838224 0.500304507
1643 1249407.340262693 0.462837913 0.500304321
1644 1250927.846821329 0.462837601 0.500304136
1645 1252449.277948785 0.462837290 0.500303951
1646 1253971.633644738 0.462836979 0.500303767
1647 1255494.913908867 0.462836669 0.500303582
1648 1257019.118740848 0.462836359 0.500303398
1649 1258544.248140362 0.462836049 0.500303214
1650 1260070.302107086 0.462835740 0.500303030
1651 1261597.280640702 0.462835431 0.500302847
1652 1263125.183740888 0.462835122 0.500302663
1653 1264654.011407326 0.462834814 0.500302480
1654 1266183.763639696 0.462834506 0.500302297
1655 1267714.440437677 0.462834198 0.500302115
1656 1269246.041800953 0.462833891 0.500301932
1657 1270778.567729204 0.462833584 0.500301750
1658 1272312.018222114 0.462833278 0.500301568
1659 1273846.393279367 0.462832971 0.500301386
1660 1275381.692900639 0.462832665 0.500301205
1661 1276917.917085624 0.462832360 0.500301023
1662 1278455.065833997 0.462832055 0.500300842
1663 1279993.139145446 0.462831750 0.500300661
1664 1281532.137019655 0.462831445 0.500300481
1665 1283072.059456307 0.462831141 0.500300300
1666 1284612.906455093 0.462830837 0.500300120
1667 1286154.678015692 0.462830533 0.500299940
1668 1287697.374137796 0.462830230 0.500299760
1669 1289240.994821087 0.462829927 0.500299581
1670 1290785.540065256 0.462829625 0.500299401
1671 1292331.009869985 0.462829322 0.500299222
1672 1293877.404234966 0.462829020 0.500299043
1673 1295424.723159887 0.462828719 0.500298864
1674 1296972.966644434 0.462828418 0.500298686
1675 1298522.134688303 0.462828117 0.500298507
1676 1300072.227291174 0.462827816 0.500298329
1677 1301623.244452742 0.462827516 0.500298151
1678 1303175.186172697 0.462827216 0.500297974
1679 1304728.052450728 0.462826916 0.500297796
1680 1306281.843286526 0.462826617 0.500297619
1681 1307836.558679786 0.462826318 0.500297442
1682 1309392.198630195 0.462826019 0.500297265
1683 1310948.763137454 0.462825721 0.500297089
1684 1312506.252201238 0.462825423 0.500296912
1685 1314064.665821262 0.462825125 0.500296736
1686 1315624.003997202 0.462824828 0.500296560
1687 1317184.266728763 0.462824531 0.500296384
1688 1318745.454015632 0.462824234 0.500296209
1689 1320307.565857510 0.462823938 0.500296033
1690 1321870.602254090 0.462823641 0.500295858
1691 1323434.563205065 0.462823346 0.500295683
1692 1324999.448710133 0.462823050 0.500295508
1693 1326565.258768990 0.462822755 0.500295334
1694 1328131.993381336 0.462822460 0.500295159
1695 1329699.652546864 0.462822166 0.500294985
1696 1331268.236265272 0.462821871 0.500294811
1697 1332837.744536259 0.462821578 0.500294638
1698 1334408.177359528 0.462821284 0.500294464
1699 1335979.534734770 0.462820991 0.500294291
1700 1337551.816661689 0.462820698 0.500294118
1701 1339125.023139988 0.462820405 0.500293945
1702 1340699.154169360 0.462820113 0.500293772
1703 1342274.209749513 0.462819821 0.500293600
1704 1343850.189880137 0.462819529 0.500293427
1705 1345427.094560947 0.462819238 0.500293255
1706 1347004.923791641 0.462818947 0.500293083
1707 1348583.677571917 0.462818656 0.500292912
1708 1350163.355901478 0.462818365 0.500292740
1709 1351743.958780031 0.462818075 0.500292569
1710 1353325.486207281 0.462817785 0.500292398
1711 1354907.938182924 0.462817496 0.500292227
1712 1356491.314706669 0.462817207 0.500292056
1713 1358075.615778229 0.462816918 0.500291886
1714 1359660.841397299 0.462816629 0.500291715
1715 1361246.991563586 0.462816341 0.500291545
1716 1362834.066276805 0.462816053 0.500291375
1717 1364422.065536653 0.462815765 0.500291206
1718 1366010.989342840 0.462815477 0.500291036
1719 1367600.837695071 0.462815190 0.500290867
1720 1369191.610593068 0.462814904 0.500290698
1721 1370783.308036517 0.462814617 0.500290529
1722 1372375.930025143 0.462814331 0.500290360
1723 1373969.476558653 0.462814045 0.500290192
1724 1375563.947636753 0.462813759 0.500290023
1725 1377159.343259155 0.462813474 0.500289855
1726 1378755.663425573 0.462813189 0.500289687
1727 1380352.908135710 0.462812904 0.500289519
1728 1381951.077389286 0.462812620 0.500289352
1729 1383550.171186007 0.462812336 0.500289184
1730 1385150.189525589 0.462812052 0.500289017
1731 1386751.132407747 0.462811768 0.500288850
1732 1388352.999832187 0.462811485 0.500288684
1733 1389955.791798630 0.462811202 0.500288517
1734 1391559.508306788 0.462810919 0.500288351
1735 1393164.149356374 0.462810637 0.500288184
1736 1394769.714947101 0.462810355 0.500288018
1737 1396376.205078696 0.462810073 0.500287853
1738 1397983.619750854 0.462809791 0.500287687
1739 1399591.958963316 0.462809510 0.500287522
1740 1401201.222715780 0.462809229 0.500287356
1741 1402811.411007972 0.462808949 0.500287191
1742 1404422.523839614 0.462808668 0.500287026
1743 1406034.561210413 0.462808388 0.500286862
1744 1407647.523120096 0.462808109 0.500286697
1745 1409261.409568380 0.462807829 0.500286533
1746 1410876.220554980 0.462807550 0.500286369
1747 1412491.956079624 0.462807271 0.500286205
1748 1414108.616142028 0.462806992 0.500286041
1749 1415726.200741910 0.462806714 0.500285878
1750 1417344.709878997 0.462806436 0.500285714
1751 1418964.143553010 0.462806158 0.500285551
1752 1420584.501763670 0.462805881 0.500285388
1753 1422205.784510703 0.462805603 0.500285225
1754 1423827.991793817 0.462805326 0.500285063
1755 1425451.123612759 0.462805050 0.500284900
1756 1427075.179967240 0.462804773 0.500284738
1757 1428700.160856985 0.462804497 0.500284576
1758 1430326.066281721 0.462804222 0.500284414
1759 1431952.896241175 0.462803946 0.500284252
1760 1433580.650735065 0.462803671 0.500284091
1761 1435209.329763127 0.462803396 0.500283930
1762 1436838.933325087 0.462803121 0.500283768
1763 1438469.461420663 0.462802847 0.500283607
1764 1440100.914049593 0.462802573 0.500283447
1765 1441733.291211597 0.462802299 0.500283286
1766 1443366.592906411 0.462802025 0.500283126
1767 1445000.819133756 0.462801752 0.500282965
1768 1446635.969893376 0.462801479 0.500282805
1769 1448272.045184981 0.462801206 0.500282646
1770 1449909.045008320 0.462800934 0.500282486
1771 1451546.969363112 0.462800661 0.500282326
1772 1453185.818249090 0.462800390 0.500282167
1773 1454825.591665992 0.462800118 0.500282008
1774 1456466.289613548 0.462799846 0.500281849
1775 1458107.912091486 0.462799575 0.500281690
1776 1459750.459099539 0.462799305 0.500281532
1777 1461393.930637447 0.462799034 0.500281373
1778 1463038.326704949 0.462798764 0.500281215
1779 1464683.647301757 0.462798494 0.500281057
1780 1466329.892427630 0.462798224 0.500280899
1781 1467977.062082289 0.462797954 0.500280741
1782 1469625.156265477 0.462797685 0.500280584
1783 1471274.174976932 0.462797416 0.500280426
1784 1472924.118216383 0.462797147 0.500280269
1785 1474574.985983574 0.462796879 0.500280112
1786 1476226.778278239 0.462796611 0.500279955
1787 1477879.495100120 0.462796343 0.500279799
1788 1479533.136448954 0.462796075 0.500279642
1789 1481187.702324472 0.462795808 0.500279486
1790 1482843.192726429 0.462795541 0.500279330
1791 1484499.607654552 0.462795274 0.500279174
1792 1486156.947108586 0.462795008 0.500279018
1793 1487815.211088277 0.462794741 0.500278862
1794 1489474.399593361 0.462794475 0.500278707
1795 1491134.512623582 0.462794209 0.500278552
1796 1492795.550178679 0.462793944 0.500278396
1797 1494457.512258395 0.462793679 0.500278242
1798 1496120.398862480 0.462793414 0.500278087
1799 1497784.209990672 0.462793149 0.500277932
1800 1499448.945642719 0.462792884 0.500277778
1801 1501114.605818355 0.462792620 0.500277624
1802 1502781.190517345 0.462792356 0.500277469
1803 1504448.699739414 0.462792093 0.500277316
1804 1506117.133484322 0.462791829 0.500277162
1805 1507786.491751810 0.462791566 0.500277008
1806 1509456.774541623 0.462791303 0.500276855
1807 1511127.981853513 0.462791040 0.500276702
1808 1512800.113687225 0.462790778 0.500276549
1809 1514473.170042510 0.462790516 0.500276396
1810 1516147.150919109 0.462790254 0.500276243
1811 1517822.056316784 0.462789992 0.500276091
1812 1519497.886235275 0.462789731 0.500275938
1813 1521174.640674334 0.462789470 0.500275786
1814 1522852.319633715 0.462789209 0.500275634
1815 1524530.923113166 0.462788948 0.500275482
1816 1526210.451112440 0.462788688 0.500275330
1817 1527890.903631291 0.462788428 0.500275179
1818 1529572.280669464 0.462788168 0.500275028
1819 1531254.582226724 0.462787908 0.500274876
1820 1532937.808302813 0.462787649 0.500274725
1821 1534621.958897486 0.462787390 0.500274574
1822 1536307.034010507 0.462787131 0.500274424
1823 1537993.033641622 0.462786872 0.500274273
1824 1539679.957790587 0.462786614 0.500274123
1825 1541367.806457164 0.462786356 0.500273973
1826 1543056.579641104 0.462786098 0.500273823
1827 1544746.277342159 0.462785840 0.500273673
1828 1546436.899560096 0.462785583 0.500273523
1829 1548128.446294672 0.462785326 0.500273373
1830 1549820.917545638 0.462785069 0.500273224
1831 1551514.313312754 0.462784812 0.500273075
1832 1553208.633595785 0.462784556 0.500272926
1833 1554903.878394484 0.462784300 0.500272777
1834 1556600.047708607 0.462784044 0.500272628
1835 1558297.141537925 0.462783788 0.500272480
1836 1559995.159882199 0.462783533 0.500272331
1837 1561694.102741180 0.462783278 0.500272183
1838 1563393.970114641 0.462783023 0.500272035
1839 1565094.762002334 0.462782768 0.500271887
1840 1566796.478404022 0.462782514 0.500271739
1841 1568499.119319476 0.462782260 0.500271592
1842 1570202.684748458 0.462782006 0.500271444
1843 1571907.174690729 0.462781752 0.500271297
1844 1573612.589146059 0.462781498 0.500271150
1845 1575318.928114201 0.462781245 0.500271003
1846 1577026.191594931 0.462780992 0.500270856
1847 1578734.379588016 0.462780739 0.500270709
1848 1580443.492093211 0.462780487 0.500270563
1849 1582153.529110292 0.462780235 0.500270416
1850 1583864.490639025 0.462779983 0.500270270
1851 1585576.376679178 0.462779731 0.500270124
1852 1587289.187230514 0.462779479 0.500269978
1853 1589002.922292812 0.462779228 0.500269833
1854 1590717.581865828 0.462778977 0.500269687
1855 1592433.165949346 0.462778726 0.500269542
1856 1594149.674543124 0.462778475 0.500269397
1857 1595867.107646936 0.462778225 0.500269251
1858 1597585.465260558 0.462777975 0.500269107
1859 1599304.747383754 0.462777725 0.500268962
1860 1601024.954016304 0.462777475 0.500268817
1861 1602746.085157973 0.462777226 0.500268673
1862 1604468.140808537 0.462776977 0.500268528
1863 1606191.120967764 0.462776728 0.500268384
1864 1607915.025635439 0.462776479 0.500268240
1865 1609639.854811325 0.462776231 0.500268097
1866 1611365.608495208 0.462775982 0.500267953
1867 1613092.286686846 0.462775734 0.500267809
1868 1614819.889386034 0.462775487 0.500267666
1869 1616548.416592533 0.462775239 0.500267523
1870 1618277.868306131 0.462774992 0.500267380
1871 1620008.244526600 0.462774745 0.500267237
1872 1621739.545253711 0.462774498 0.500267094
1873 1623471.770487248 0.462774251 0.500266951
1874 1625204.920226994 0.462774005 0.500266809
1875 1626938.994472720 0.462773758 0.500266667
1876 1628673.993224211 0.462773512 0.500266525
1877 1630409.916481238 0.462773267 0.500266383
1878 1632146.764243595 0.462773021 0.500266241
1879 1633884.536511048 0.462772776 0.500266099
1880 1635623.233283383 0.462772531 0.500265957
1881 1637362.854560385 0.462772286 0.500265816
1882 1639103.400341835 0.462772042 0.500265675
1883 1640844.870627518 0.462771797 0.500265534
1884 1642587.265417212 0.462771553 0.500265393
1885 1644330.584710701 0.462771309 0.500265252
1886 1646074.828507769 0.462771065 0.500265111
1887 1647819.996808203 0.462770822 0.500264971
1888 1649566.089611781 0.462770579 0.500264831
1889 1651313.106918296 0.462770336 0.500264690
1890 1653061.048727531 0.462770093 0.500264550
1891 1654809.915039270 0.462769850 0.500264410
1892 1656559.705853303 0.462769608 0.500264271
1893 1658310.421169413 0.462769366 0.500264131
1894 1660062.060987397 0.462769124 0.500263992
1895 1661814.625307024 0.462768882 0.500263852
1896 1663568.114128095 0.462768641 0.500263713
1897 1665322.527450409 0.462768400 0.500263574
1898 1667077.865273731 0.462768159 0.500263435
1899 1668834.127597873 0.462767918 0.500263296
1900 1670591.314422613 0.462767677 0.500263158
1901 1672349.425747747 0.462767437 0.500263019
1902 1674108.461573058 0.462767197 0.500262881
1903 1675868.421898353 0.462766957 0.500262743
1904 1677629.306723403 0.462766717 0.500262605
1905 1679391.116048017 0.462766478 0.500262467
1906 1681153.849871985 0.462766238 0.500262329
1907 1682917.508195096 0.462765999 0.500262192
1908 1684682.091017148 0.462765760 0.500262055
1909 1686447.598337935 0.462765522 0.500261917
1910 1688214.030157246 0.462765283 0.500261780
1911 1689981.386474888 0.462765045 0.500261643
1912 1691749.667290637 0.462764807 0.500261506
1913 1693518.872604307 0.462764569 0.500261370
1914 1695289.002415691 0.462764332 0.500261233
1915 1697060.056724581 0.462764095 0.500261097
1916 1698832.035530780 0.462763857 0.500260960
1917 1700604.938834084 0.462763621 0.500260824
1918 1702378.766634282 0.462763384 0.500260688
1919 1704153.518931191 0.462763147 0.500260552
1920 1705929.195724599 0.462762911 0.500260417
1921 1707705.797014304 0.462762675 0.500260281
1922 1709483.322800115 0.462762439 0.500260146
1923 1711261.773081821 0.462762204 0.500260010
1924 1713041.147859235 0.462761968 0.500259875
1925 1714821.447132148 0.462761733 0.500259740
1926 1716602.670900372 0.462761498 0.500259605
1927 1718384.819163700 0.462761263 0.500259471
1928 1720167.891921937 0.462761029 0.500259336
1929 1721951.889174890 0.462760794 0.500259202
1930 1723736.810922364 0.462760560 0.500259067
